School ID,Grade 7 Male,Grade 7 Female,Grade 8 Male,Grade 8 Female,Grade 9 Male,Grade 9 Female,Grade 10 Male,Grade 10 Female,Grade 11 Male,Grade 11 Female,Grade 12 Male,Grade 12 Female,SPED NG Male,SPED NG Female
304546,58,57,57,37,45,47,56,57,0,0,0,0,0,0
304547,89,92,53,55,46,59,52,46,0,0,0,0,0,0
304548,33,29,33,34,29,21,34,35,0,0,0,0,0,0
304549,33,22,26,25,38,25,23,20,0,0,0,0,0,0
304550,128,130,88,112,80,82,79,101,0,0,0,0,0,0
304551,45,36,37,28,21,31,33,26,0,0,0,0,0,0
304552,125,99,113,100,112,94,76,87,0,0,0,0,0,0
304553,37,28,27,29,27,26,29,23,0,0,0,0,0,0
304554,64,61,61,55,53,65,50,32,0,0,0,0,0,0
304555,346,322,311,342,288,290,253,316,0,0,0,0,0,0
304556,108,106,104,117,115,103,69,83,0,0,0,0,0,0
304557,235,237,228,243,178,196,169,200,0,0,0,0,0,0
304558,72,53,73,54,64,69,60,65,0,0,0,0,0,0
304559,391,360,318,336,266,274,241,225,0,0,0,0,0,0
304560,246,241,232,221,228,207,181,182,0,0,0,0,0,0
304561,75,99,88,73,47,58,59,70,0,0,0,0,0,0
304562,39,55,52,50,35,43,27,38,0,0,0,0,0,0
304563,65,47,37,49,55,47,34,29,0,0,0,0,0,0
304564,30,22,35,25,39,30,29,21,0,0,0,0,0,0
304565,52,67,47,48,48,46,61,50,0,0,0,0,0,0
304566,80,62,70,78,62,58,51,61,0,0,0,0,0,0
304567,184,181,193,195,191,176,178,196,0,0,0,0,0,0
304568,253,258,220,236,183,254,175,213,0,0,0,0,0,0
304569,47,23,19,14,33,16,26,16,0,0,0,0,0,0
304570,175,152,162,176,134,158,136,148,0,0,0,0,0,0
304571,44,48,52,49,52,34,39,43,0,0,0,0,0,0
304572,87,98,88,94,73,87,74,85,0,0,0,0,0,0
304573,99,72,84,64,97,83,62,62,0,0,0,0,0,0
304574,279,292,204,242,195,223,177,192,0,0,0,0,0,0
304575,461,392,364,373,293,340,284,293,0,0,0,0,0,0
304576,108,99,76,76,65,73,68,79,0,0,0,0,0,0
304577,72,63,70,55,38,48,51,42,0,0,0,0,0,0
304578,65,44,54,38,31,39,40,31,0,0,0,0,0,0
304579,61,48,74,54,52,47,54,45,0,0,0,0,0,0
304580,101,103,94,102,93,85,61,82,0,0,0,0,0,0
304581,37,34,43,62,30,49,24,41,0,0,0,0,0,0
304582,32,38,44,34,19,25,38,23,0,0,0,0,0,0
304583,11,10,9,12,17,9,12,5,0,0,0,0,0,0
304584,74,73,81,71,70,67,85,67,0,0,0,0,0,0
304585,173,124,137,119,140,123,104,106,0,0,0,0,0,0
304586,77,94,66,74,51,63,69,66,0,0,0,0,0,0
304587,82,58,74,68,69,61,66,55,0,0,0,0,0,0
304588,157,177,133,150,108,131,90,125,0,0,0,0,0,0
304589,380,447,364,439,327,401,328,360,0,0,0,0,0,0
304590,460,446,400,430,327,382,251,317,128,68,0,0,0,0
304591,211,226,186,210,137,216,104,175,28,27,0,0,0,0
304592,36,26,27,19,21,31,20,25,0,0,0,0,0,0
304593,12,18,8,15,14,13,13,16,0,0,0,0,0,0
304594,65,62,49,54,43,41,34,47,0,0,0,0,0,0
304595,91,91,56,73,64,75,77,79,0,0,0,0,0,0
304596,67,73,45,70,48,58,48,51,0,0,0,0,0,0
304597,208,267,176,215,120,186,126,168,0,0,0,0,0,0
304598,49,60,48,62,48,48,26,40,0,0,0,0,0,0
304599,45,28,37,38,20,27,35,31,0,0,0,0,0,0
304600,34,28,30,28,28,20,23,25,0,0,0,0,0,0
304601,70,52,54,40,35,36,36,23,0,0,0,0,0,0
304602,81,76,63,75,56,56,60,74,0,0,0,0,0,0
304603,71,69,69,48,42,46,38,39,0,0,0,0,0,0
304604,56,54,40,51,35,25,24,25,0,0,0,0,0,0
304605,242,269,217,260,174,234,156,211,0,0,0,0,0,0
304606,282,304,183,204,145,222,132,184,0,0,0,0,0,0
304607,47,44,41,42,31,23,25,27,0,0,0,0,0,0
304608,58,48,66,59,62,59,49,42,0,0,0,0,0,0
304609,32,40,34,38,36,31,28,39,0,0,0,0,0,0
304610,65,97,54,80,48,63,35,69,0,0,0,0,0,0
304611,50,61,60,63,37,39,21,33,0,0,0,0,0,0
304612,62,63,49,61,41,54,34,48,0,0,0,0,0,0
304613,54,40,45,45,34,48,40,44,0,0,0,0,0,0
304614,52,50,46,62,36,43,26,39,0,0,0,0,0,0
304615,165,203,97,167,83,112,74,95,0,0,0,0,0,0
304616,25,25,21,16,18,20,20,18,0,0,0,0,0,0
304617,218,239,185,231,151,197,134,150,0,0,0,0,0,0
304618,31,52,36,38,38,42,23,39,0,0,0,0,0,0
304619,75,73,63,64,48,54,60,71,0,0,0,0,0,0
304620,44,45,33,26,24,28,23,28,0,0,0,0,0,0
304621,36,44,54,62,35,37,39,31,0,0,0,0,0,0
304622,73,58,58,64,62,42,48,60,0,0,0,0,0,0
304623,61,40,60,46,38,36,36,49,0,0,0,0,0,0
304624,345,365,294,302,266,316,265,307,0,0,0,0,0,0
304625,69,62,52,57,38,50,43,51,0,0,0,0,0,0
304626,37,42,48,37,25,26,22,20,0,0,0,0,0,0
304627,159,152,114,140,99,126,116,138,37,20,0,0,0,0
304628,106,145,98,121,84,97,65,86,10,4,0,0,0,0
304629,284,288,261,326,278,301,242,329,0,0,0,0,0,0
304630,584,728,525,654,543,637,728,683,50,45,0,0,0,0
304631,95,133,87,83,79,103,75,101,0,0,0,0,0,0
304632,66,70,51,82,47,86,62,62,0,0,0,0,0,0
304633,81,139,101,104,71,82,56,87,0,0,0,0,0,0
304634,299,318,227,269,248,248,217,262,30,25,9,1,0,0
304635,100,132,98,101,68,114,72,85,23,39,0,0,0,0
304636,133,111,109,113,104,97,76,92,0,0,0,0,0,0
304637,93,92,79,83,101,66,78,75,0,0,0,0,0,0
304638,100,100,98,119,113,78,65,73,0,0,0,0,0,0
304639,212,176,191,185,142,148,140,135,0,0,0,0,0,0
304640,142,118,117,110,108,72,94,82,0,0,0,0,0,0
304641,513,443,421,443,383,357,391,322,0,0,0,0,0,0
304642,"1,405","1,393","1,178","1,365","1,110","1,184",970,"1,053",0,0,0,0,0,0
304643,197,223,185,194,160,165,143,161,0,0,0,0,0,0
304644,123,160,102,108,83,112,82,81,0,0,0,0,0,0
304645,136,144,144,143,94,110,100,103,0,0,0,0,0,0
304646,140,168,131,133,125,130,106,120,0,0,0,0,0,0
304647,439,434,365,362,297,342,309,301,0,0,0,0,0,0
304648,342,380,378,425,342,407,415,446,0,0,0,0,0,0
304649,45,43,22,35,21,26,11,34,0,0,0,0,0,0
304650,313,296,210,294,207,252,217,239,0,0,0,0,0,0
304651,31,26,27,33,35,16,32,29,0,0,0,0,0,0
304652,32,34,38,38,29,33,25,26,0,0,0,0,0,0
304653,450,434,486,471,435,514,498,465,0,0,0,0,0,0
304654,55,40,66,40,43,46,41,35,0,0,0,0,0,0
304655,453,399,330,319,293,252,241,181,0,0,0,0,0,0
304656,54,65,57,56,48,49,56,40,0,0,0,0,0,0
304657,30,32,30,34,24,24,24,21,0,0,0,0,0,0
304658,74,68,64,75,55,71,46,63,0,0,0,0,0,0
304659,49,49,59,73,45,56,45,57,0,0,0,0,0,0
304660,26,19,30,15,28,23,23,17,0,0,0,0,0,0
304661,672,648,598,670,565,604,468,570,0,0,0,0,0,0
304662,53,34,54,40,52,36,39,38,0,0,0,0,0,0
304663,67,52,39,42,46,48,46,41,0,0,0,0,0,0
304664,35,40,38,32,37,31,14,31,0,0,0,0,0,0
304665,59,53,54,41,54,39,40,28,0,0,0,0,0,0
304666,42,57,48,37,50,50,45,44,0,0,0,0,0,0
304667,25,19,19,14,13,20,19,10,0,0,0,0,0,0
304668,41,41,49,35,38,45,45,41,0,0,0,0,0,0
304669,136,98,81,94,59,80,54,60,0,0,0,0,0,0
304670,119,113,135,101,109,105,53,58,0,0,0,0,0,0
304671,931,926,821,918,610,802,648,795,28,26,0,0,4,3
304672,133,128,117,114,81,107,68,104,0,0,0,0,0,0
316501,50,33,29,26,20,25,25,24,0,0,0,0,0,0
316502,67,55,54,43,40,45,47,32,0,0,0,0,0,0
316503,21,18,12,12,13,13,16,20,0,0,0,0,0,0
316504,17,16,9,11,8,19,8,7,0,0,0,0,0,0
316505,15,26,20,21,17,16,22,13,0,0,0,0,0,0
316506,24,32,28,17,11,22,11,11,0,0,0,0,0,0
316507,79,70,69,46,37,29,37,42,0,0,0,0,0,0
316508,36,20,26,24,26,26,14,17,0,0,0,0,0,0
316509,27,23,34,30,21,24,32,30,0,0,0,0,0,0
316510,25,24,14,19,21,13,18,22,0,0,0,0,0,0
316511,17,24,19,25,18,16,6,12,0,0,0,0,0,0
316512,24,33,29,28,24,13,26,20,0,0,0,0,0,0
316513,19,18,15,21,19,15,17,12,0,0,0,0,0,0
316514,64,54,58,52,50,65,57,50,0,0,0,0,0,0
316515,27,27,16,19,15,13,7,14,0,0,0,0,0,0
316516,43,49,48,39,37,42,18,32,0,0,0,0,0,0
316517,37,29,23,16,18,23,25,21,0,0,0,0,0,0
316518,17,24,16,21,15,12,14,17,0,0,0,0,0,0
316519,43,24,24,30,44,44,25,30,0,0,0,0,0,0
316520,55,64,57,52,51,40,19,34,0,0,0,0,0,0
316521,68,67,49,35,31,41,26,24,0,0,0,0,0,0
316522,17,16,14,17,18,16,12,12,0,0,0,0,0,0
316523,19,7,14,16,11,11,13,12,0,0,0,0,0,0
316524,81,62,56,31,62,25,32,27,0,0,0,0,0,0
316525,68,108,38,20,23,17,13,21,0,0,0,0,0,0
316526,54,67,45,34,20,36,21,21,0,0,0,0,0,0
316527,16,12,12,17,11,16,17,10,0,0,0,0,0,0
316528,27,28,21,21,21,17,15,15,0,0,0,0,0,0
316529,18,16,12,17,14,16,12,12,0,0,0,0,0,0
316530,14,21,10,7,9,19,17,14,0,0,0,0,0,0
316531,25,14,20,18,13,17,6,7,0,0,0,0,0,0
316532,21,29,21,26,14,9,11,9,0,0,0,0,0,0
316533,23,33,24,32,25,31,29,20,0,0,0,0,0,0
316534,53,48,40,41,31,30,18,24,0,0,0,0,0,0
316535,38,37,24,25,20,28,16,13,0,0,0,0,0,0
316536,36,28,27,29,20,27,12,18,0,0,0,0,0,0
316537,26,21,15,15,16,18,18,18,0,0,0,0,0,0
316538,14,16,13,15,19,9,10,8,0,0,0,0,0,0
316539,21,16,13,12,13,15,25,13,0,0,0,0,0,0
316540,35,35,34,27,24,26,24,29,0,0,0,0,0,0
316541,49,46,31,34,18,20,29,22,0,0,0,0,0,0
316542,25,17,23,16,10,10,15,9,0,0,0,0,0,0
316543,26,32,25,27,33,25,37,25,0,0,0,0,0,0
316544,43,33,24,31,23,20,27,18,0,0,0,0,0,0
316545,27,26,17,17,19,22,20,9,0,0,0,0,0,0
316546,66,43,48,49,41,38,45,30,0,0,0,0,0,0
316547,37,23,25,30,33,24,0,0,0,0,0,0,0,0
316548,20,17,18,20,19,13,0,0,0,0,0,0,0,0
316549,9,15,5,13,0,0,0,0,0,0,0,0,0,0
316550,45,47,36,25,36,26,34,19,0,0,0,0,0,0
316551,18,23,28,28,28,18,21,18,0,0,0,0,0,0
316552,20,39,31,26,25,33,24,14,0,0,0,0,0,0
316553,7,8,13,17,5,8,0,0,0,0,0,0,0,0
316554,18,10,11,21,7,6,0,0,0,0,0,0,0,0
316555,38,53,26,33,28,27,11,18,0,0,0,0,0,0
316556,23,21,18,26,33,18,33,23,0,0,0,0,0,0
316557,20,22,23,11,39,28,0,0,0,0,0,0,0,0
316601,51,57,39,47,26,24,31,35,0,0,0,0,0,0
316602,45,28,41,27,23,27,15,29,0,0,0,0,0,0
316603,83,74,59,39,42,48,66,54,0,0,0,0,0,0
316604,48,41,24,36,17,32,15,36,0,0,0,0,0,0
316605,27,36,27,22,32,25,14,21,0,0,0,0,0,0
316606,78,90,76,94,76,74,59,73,0,0,0,0,0,0
316607,34,19,37,32,29,16,23,18,0,0,0,0,0,0
316608,19,30,32,40,4,13,11,10,0,0,0,0,0,0
316609,31,38,22,26,15,14,13,26,0,0,0,0,0,0
316610,15,20,14,9,8,13,9,12,0,0,0,0,0,0
316611,32,26,18,13,16,22,25,24,0,0,0,0,0,0
316612,41,40,24,22,22,12,37,43,0,0,0,0,0,0
316613,34,31,37,26,32,33,27,26,0,0,0,0,0,0
316614,57,66,42,58,29,40,26,59,0,0,0,0,0,0
316615,59,82,55,101,48,64,49,67,0,0,0,0,0,0
316616,33,33,30,41,25,25,24,26,0,0,0,0,0,0
316617,41,37,29,37,14,42,20,29,0,0,0,0,0,0
316618,30,40,33,37,32,32,6,18,0,0,0,0,0,0
316619,48,59,59,57,45,41,33,42,0,0,0,0,0,0
316620,15,24,12,14,14,15,16,19,0,0,0,0,0,0
316621,47,68,35,39,21,33,10,18,0,0,0,0,0,0
316622,23,32,20,31,29,22,19,15,0,0,0,0,0,0
316623,58,75,47,52,33,37,39,34,0,0,0,0,0,0
316624,60,46,24,30,18,29,32,36,0,0,0,0,0,0
316625,14,19,14,12,8,5,8,10,0,0,0,0,0,0
316626,16,27,18,25,15,11,13,7,0,0,0,0,0,0
316627,19,19,17,26,16,11,20,9,0,0,0,0,0,0
316628,13,16,16,11,6,6,9,9,0,0,0,0,0,0
316629,11,18,5,9,10,7,9,11,0,0,0,0,0,0
316630,12,10,3,5,4,6,4,4,0,0,0,0,0,0
316631,26,18,16,20,8,15,16,15,0,0,0,0,0,0
316632,22,23,20,20,23,22,26,20,0,0,0,0,0,0
316633,24,27,17,34,13,22,16,18,0,0,0,0,0,0
316634,41,32,29,27,28,31,25,25,0,0,0,0,0,0
316635,31,28,18,36,28,21,37,33,0,0,0,0,0,0
316636,77,84,37,35,16,24,17,13,0,0,0,0,0,0
316637,17,17,11,12,12,13,9,12,0,0,0,0,0,0
316638,48,47,17,24,19,15,11,9,0,0,0,0,0,0
316639,13,21,13,18,16,23,15,10,0,0,0,0,0,0
316640,9,21,15,17,0,0,0,0,0,0,0,0,0,0
316642,19,20,23,12,0,0,0,0,0,0,0,0,0,0
316643,11,22,7,13,0,0,0,0,0,0,0,0,0,0
316644,21,22,20,27,0,4,2,1,0,0,0,0,0,0
316645,10,9,7,21,5,6,0,0,0,0,0,0,0,0
316646,10,16,20,15,0,12,0,0,0,0,0,0,0,0
316647,24,25,18,16,0,0,0,0,0,0,0,0,0,0
316648,25,13,20,18,8,7,0,0,0,0,0,0,0,0
316649,8,12,10,17,0,0,0,0,0,0,0,0,0,0
316650,13,11,13,14,0,0,0,0,0,0,0,0,0,0
316651,23,28,28,22,0,0,0,0,0,0,0,0,0,0
316652,21,17,13,19,0,0,0,0,0,0,0,0,0,0
316653,6,14,8,22,0,0,0,0,0,0,0,0,0,0
316654,12,16,18,18,0,0,0,0,0,0,0,0,0,0
316655,31,32,20,26,0,0,0,0,0,0,0,0,0,0
316701,71,83,88,83,74,55,60,68,0,0,0,0,0,0
316702,61,72,52,68,51,67,29,55,0,0,0,0,0,0
316703,78,57,66,67,67,68,85,67,0,0,0,0,0,0
316704,52,37,26,46,30,25,30,27,0,0,0,0,0,0
316705,26,26,29,44,26,18,32,23,0,0,0,0,0,0
316706,81,70,63,61,64,52,58,47,0,0,0,0,0,0
316707,24,17,17,20,11,18,12,11,0,0,0,0,0,0
316708,38,35,21,34,27,23,36,24,0,0,0,0,0,0
316709,16,17,19,19,11,12,16,13,0,0,0,0,0,0
316710,80,51,68,61,61,50,48,34,0,0,0,0,0,0
316711,30,28,28,48,26,40,25,26,0,0,0,0,0,0
316712,91,83,79,89,64,83,47,56,0,0,0,0,0,0
316713,80,67,45,50,47,47,26,31,0,0,0,0,0,0
316714,37,34,40,49,46,32,42,30,0,0,0,0,0,0
316715,35,13,25,35,30,24,18,17,0,0,0,0,0,0
316716,21,19,24,19,22,20,32,34,0,0,0,0,0,0
316717,76,46,69,59,46,37,17,35,0,0,0,0,0,0
316718,58,63,52,48,48,42,39,35,0,0,0,0,0,0
316719,26,41,23,33,12,14,9,17,0,0,0,0,0,0
316720,46,59,31,52,26,35,25,29,0,0,0,0,0,0
316721,25,19,22,18,23,21,15,30,0,0,0,0,0,0
316722,35,25,15,22,35,22,30,23,0,0,0,0,0,0
316723,39,19,27,27,38,24,38,33,0,0,0,0,0,0
316724,50,56,34,33,40,34,30,26,0,0,0,0,0,0
316725,40,55,39,33,53,33,30,25,0,0,0,0,0,0
316726,10,8,8,5,8,9,8,11,0,0,0,0,0,0
316727,31,17,9,15,29,16,20,13,0,0,0,0,0,0
316801,42,29,31,27,27,35,30,38,0,0,0,0,0,0
316802,25,31,26,35,19,17,30,17,0,0,0,0,0,0
316803,108,103,89,95,81,74,61,48,0,0,0,0,0,0
316804,32,35,33,17,28,17,20,19,0,0,0,0,0,0
316805,54,53,23,33,33,33,21,18,0,0,0,0,0,0
316806,40,39,35,39,21,29,19,24,0,0,0,0,0,0
316807,16,11,13,11,15,9,11,12,0,0,0,0,0,0
316808,28,25,21,15,10,15,17,15,0,0,0,0,0,0
316809,20,14,0,0,0,0,0,0,0,0,0,0,0,0
316810,17,15,0,0,0,0,0,0,0,0,0,0,0,0
316811,23,19,0,0,0,0,0,0,0,0,0,0,0,0
316902,20,24,16,19,25,29,31,28,0,0,0,0,0,0
316903,24,18,21,20,19,11,13,13,0,0,0,0,0,0
316904,16,15,11,20,14,8,18,11,0,0,0,0,0,0
316905,34,49,35,40,47,46,37,48,0,0,0,0,0,0
316906,15,13,14,11,13,6,11,14,0,0,0,0,0,0
316907,33,41,23,22,18,16,13,19,0,0,0,0,0,0
316908,33,36,34,19,24,11,20,7,0,0,0,0,0,0
316909,28,19,25,21,12,19,19,24,0,0,0,0,0,0
316910,8,7,4,5,0,0,0,0,0,0,0,0,0,0
316911,29,41,24,33,43,37,0,0,0,0,0,0,0,0
316912,15,11,18,15,21,12,0,0,0,0,0,0,0,0
316913,27,14,30,17,27,16,0,0,0,0,0,0,0,0
316914,94,82,39,42,70,53,0,0,0,0,0,0,0,0
316915,49,32,54,28,51,53,0,0,0,0,0,0,0,0
316916,32,32,21,17,24,28,0,0,0,0,0,0,0,0
316917,9,11,14,12,14,9,0,0,0,0,0,0,0,0
316918,53,44,37,28,37,34,0,0,0,0,0,0,0,0
316919,44,48,43,38,23,9,0,0,0,0,0,0,0,0
316920,10,18,9,10,8,8,0,0,0,0,0,0,0,0
316921,16,14,20,16,15,6,0,0,0,0,0,0,0,0
316922,14,10,17,15,0,0,0,0,0,0,0,0,0,0
316923,36,21,17,17,0,0,0,0,0,0,0,0,0,0
316924,20,22,7,9,0,0,0,0,0,0,0,0,0,0
316925,7,10,13,4,0,0,0,0,0,0,0,0,0,0
316926,69,85,52,63,0,0,0,0,0,0,0,0,0,0
317001,196,192,181,191,160,144,112,128,0,0,0,0,3,2
317002,30,24,23,21,23,22,15,19,0,0,0,0,0,0
317003,86,77,53,79,60,77,38,49,0,0,0,0,0,0
317004,29,32,25,28,29,27,25,30,0,0,0,0,0,0
317005,220,158,151,125,157,142,117,102,0,0,0,0,0,0
317006,47,33,39,29,23,33,18,24,0,0,0,0,0,0
317101,32,35,29,29,27,23,26,16,0,0,0,0,0,0
317102,45,39,33,41,20,27,22,26,0,0,0,0,0,0
317103,40,26,17,21,14,10,12,17,0,0,0,0,0,0
317104,12,8,4,7,5,8,3,6,0,0,0,0,0,0
317105,9,20,29,23,20,17,11,25,0,0,0,0,0,0
317106,34,37,33,30,24,29,29,14,0,0,0,0,0,0
317107,26,18,17,26,10,19,14,14,0,0,0,0,0,0
317108,15,17,22,17,17,14,19,16,0,0,0,0,0,0
317109,21,14,15,27,19,7,16,9,0,0,0,0,0,0
317110,11,17,21,11,11,11,22,14,0,0,0,0,0,0
317201,180,141,145,121,116,111,94,82,0,0,0,0,0,0
317202,117,115,92,110,63,82,68,80,0,0,0,0,0,0
317203,60,44,51,42,45,39,36,35,0,0,0,0,0,0
317204,12,24,13,18,13,11,10,6,0,0,0,0,0,0
326101,48,37,33,31,24,27,37,25,0,0,0,0,0,0
326102,34,42,23,28,38,26,0,0,0,0,0,0,0,0
304673,138,132,142,121,127,158,133,129,0,0,0,0,0,0
304674,143,138,150,143,138,133,115,128,0,0,0,0,0,0
304675,31,48,14,52,20,49,26,43,0,0,0,0,15,9
304676,80,50,62,57,44,45,62,38,0,0,0,0,0,0
304677,123,116,123,137,85,110,85,96,0,0,0,0,0,0
304678,64,51,44,44,42,44,32,40,0,0,0,0,0,0
304679,49,47,40,28,23,29,18,24,0,0,0,0,0,0
304680,41,44,30,37,28,39,17,11,0,0,0,0,0,0
304681,9,16,6,7,3,7,1,6,0,0,0,0,0,0
304682,56,63,48,50,35,35,36,41,0,0,0,0,0,0
304683,42,48,46,61,26,31,33,20,0,0,0,0,0,0
304684,20,25,22,29,23,24,20,16,0,0,0,0,0,0
304685,92,88,97,74,68,74,65,75,0,0,0,0,0,0
304686,145,128,113,113,94,126,78,101,0,0,0,0,0,0
304687,60,58,56,62,57,70,57,53,0,0,0,0,0,0
304688,123,111,118,111,69,76,76,94,0,0,0,0,0,0
304689,87,116,108,99,99,95,46,98,0,0,0,0,0,0
304690,44,37,35,36,39,30,32,20,0,0,0,0,0,0
304691,200,199,188,209,150,172,157,163,0,0,0,0,0,0
304692,52,37,33,33,31,18,17,27,0,0,0,0,0,0
304693,27,16,24,14,17,13,17,14,0,0,0,0,0,0
304694,40,55,40,33,25,28,28,28,0,0,0,0,0,0
304695,78,65,41,48,41,42,30,38,0,0,0,0,0,0
304696,175,151,180,155,154,152,127,100,0,0,0,0,0,0
304698,104,129,114,98,81,95,80,86,0,0,0,0,0,0
304699,250,219,246,232,228,214,170,178,0,0,0,0,0,0
304700,23,19,19,16,17,13,10,16,0,0,0,0,0,0
304701,74,81,70,69,62,76,58,44,0,0,0,0,0,0
304702,70,56,49,61,37,53,31,40,0,0,0,0,0,0
304703,572,541,504,534,440,527,385,415,0,0,0,0,0,0
304704,24,40,18,31,19,38,21,33,0,0,0,0,0,0
304705,58,58,43,46,35,42,43,37,0,0,0,0,0,0
304707,889,"1,069",796,975,659,765,491,581,0,0,0,0,0,0
304708,72,74,48,58,34,36,41,49,0,0,0,0,0,0
304709,235,294,215,231,160,192,161,169,0,0,0,0,0,0
304710,148,146,114,122,109,121,84,97,0,0,0,0,0,0
304711,42,29,32,39,21,35,28,34,0,0,0,0,0,0
304712,155,178,158,158,111,125,100,118,0,0,0,0,0,0
304713,73,78,49,53,30,69,37,42,0,0,0,0,0,0
304714,22,22,12,15,9,4,9,6,0,0,0,0,0,0
304715,40,41,22,22,13,15,16,22,0,0,0,0,0,0
304716,126,116,56,80,57,74,59,74,0,0,0,0,0,0
304717,128,123,103,105,100,101,77,94,0,0,0,0,0,0
304718,83,90,94,82,49,65,48,54,0,0,0,0,0,0
304719,111,118,82,94,75,70,61,63,0,0,0,0,0,0
304720,69,63,47,74,49,38,37,32,0,0,0,0,0,0
304721,22,26,26,25,18,14,13,15,0,0,0,0,0,0
304722,72,61,53,75,58,51,40,47,0,0,0,0,0,0
304723,46,48,53,43,46,50,66,35,0,0,0,0,0,0
304724,15,10,15,15,13,12,7,10,0,0,0,0,0,0
304725,34,37,26,25,32,33,17,19,0,0,0,0,0,0
304726,18,15,13,20,15,11,5,14,0,0,0,0,0,0
304728,101,90,93,93,58,38,54,57,0,0,0,0,0,0
304729,22,26,21,39,26,28,24,22,0,0,0,0,0,0
304730,105,85,67,85,61,58,57,43,0,0,0,0,0,0
304731,165,153,141,158,126,151,107,129,0,0,0,0,0,0
304732,77,74,48,75,47,55,49,42,0,0,0,0,0,0
304733,96,92,74,79,55,69,47,57,0,0,0,0,0,0
304734,44,59,38,50,28,33,33,34,0,0,0,0,0,0
304735,27,20,18,40,14,16,16,33,0,0,0,0,0,0
304736,182,155,126,142,117,115,88,76,0,0,0,0,0,0
304737,27,33,31,31,20,23,10,17,0,0,0,0,0,0
304738,37,36,27,30,10,26,11,21,0,0,0,0,0,0
304739,78,85,46,48,35,26,28,19,0,0,0,0,0,0
304740,139,155,131,134,96,119,83,85,0,0,0,0,0,0
304741,35,22,21,23,21,18,18,12,0,0,0,0,0,0
304743,24,37,24,28,17,17,15,16,0,0,0,0,0,0
304744,90,87,66,75,54,63,56,48,0,0,0,0,0,0
304745,70,70,57,78,47,46,43,40,0,0,0,0,0,0
304747,119,94,105,89,87,84,82,90,0,0,0,0,0,0
304748,24,15,19,21,21,20,19,16,0,0,0,0,0,0
304749,102,97,82,91,63,85,64,66,0,0,0,0,0,0
304750,200,233,200,195,181,178,134,194,0,0,0,0,0,0
304751,59,58,55,56,37,49,31,41,0,0,0,0,0,0
304752,113,115,108,104,99,83,52,67,0,0,0,0,0,0
304753,310,336,236,311,243,251,204,243,0,0,0,0,0,0
304754,65,65,52,57,55,53,60,59,0,0,0,0,0,0
304755,102,110,104,108,87,74,66,76,0,0,0,0,0,0
304756,"1,119","1,311","1,132","1,257","1,014","1,259",912,"1,138",0,0,0,0,0,0
304757,104,100,118,102,102,107,110,103,0,0,0,0,0,0
304758,69,49,50,49,47,40,46,42,0,0,0,0,0,0
304759,81,89,80,88,59,77,64,71,0,0,0,0,0,0
304760,37,21,15,27,23,24,14,20,0,0,0,0,0,0
304761,56,50,39,58,38,45,36,43,0,0,0,0,0,0
304762,438,344,338,269,211,197,173,162,0,0,0,0,0,0
304763,246,249,203,212,194,219,219,234,0,0,0,0,0,0
304764,92,112,102,91,77,88,59,77,0,0,0,0,0,0
304765,46,52,49,63,57,56,48,32,0,0,0,0,0,0
304766,66,60,80,71,58,57,64,58,0,0,0,0,0,0
304767,42,37,40,34,35,38,41,33,0,0,0,0,0,0
304769,156,147,117,127,123,140,129,109,0,0,0,0,0,0
304770,37,37,26,32,13,27,16,26,0,0,0,0,0,0
304771,153,147,117,123,105,112,94,135,0,0,0,0,0,0
304772,123,114,111,97,103,117,105,101,0,0,0,0,0,0
304773,36,34,36,31,29,38,43,45,0,0,0,0,0,0
304774,248,236,222,231,174,196,146,171,0,0,0,0,0,0
304775,31,34,32,20,20,14,23,23,0,0,0,0,0,0
304776,30,24,23,24,25,24,20,20,0,0,0,0,0,0
304777,132,142,105,126,85,102,100,114,0,0,0,0,0,0
304778,36,36,36,38,32,24,29,21,0,0,0,0,0,0
304779,64,58,53,66,50,42,39,47,0,0,0,0,0,0
304780,10,20,22,17,10,16,15,11,0,0,0,0,0,0
304781,32,37,43,46,45,29,38,40,0,0,0,0,0,0
304782,56,47,62,39,45,41,38,37,0,0,0,0,0,0
304783,77,78,41,64,45,66,49,38,0,0,0,0,0,0
304784,39,40,28,42,20,29,25,23,0,0,0,0,0,0
304785,65,62,45,55,47,48,44,57,0,0,0,0,0,0
304786,19,16,22,17,16,19,18,8,0,0,0,0,0,0
304788,196,177,135,173,144,138,131,155,0,0,0,0,0,0
304789,31,45,43,32,31,36,22,29,0,0,0,0,0,0
304790,19,16,19,24,25,17,19,21,0,0,0,0,0,0
304791,29,30,28,21,26,24,29,26,0,0,0,0,0,0
304792,16,9,15,17,24,20,14,18,0,0,0,0,0,0
304793,27,20,29,18,22,15,20,16,0,0,0,0,0,0
304794,49,94,48,76,33,79,38,67,0,0,0,0,0,0
304795,85,65,94,65,84,67,63,77,0,0,0,0,0,0
304796,35,26,45,37,38,29,41,33,0,0,0,0,0,0
304799,96,94,92,84,74,73,73,47,0,0,0,0,0,0
304800,88,53,76,60,74,50,50,55,0,0,0,0,0,0
304801,280,231,267,269,261,242,174,198,0,0,0,0,0,0
304802,59,58,55,45,37,48,51,46,0,0,0,0,0,0
304803,66,52,52,51,45,54,58,44,0,0,0,0,0,0
304804,11,11,11,15,7,11,9,13,0,0,0,0,0,0
